GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
spring-boot-jackson2-joda,top.infra.jackson2,DefaultTimeZone,31,0,0,0,8,0,3,0,3,0
spring-boot-jackson2-joda,top.infra.jackson2,JodaTimeJackson2AutoConfiguration,0,7,0,0,0,2,0,2,0,2
spring-boot-jackson2-joda,top.infra.jackson2,JodaTimeJackson2Customizer,42,48,5,3,9,14,5,5,1,5
spring-boot-jackson2-joda,top.infra.jackson2,JodaTimeJackson2MapperCustomizerFactory,0,26,0,0,0,3,0,2,0,2
